"Old.LA.Code" "5.or.more.A*-C.in.both.English.and.Maths.GCSEs" "LA.Name.x" "REGION" "REGION.NAME" "Area Code" "LA.Name.y"
"88" 205 "60%" "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"89" 205 "63%" "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"90" 205 "82%" "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"91" 205 NA "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"92" 205 "87%" "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"93" 205 "" "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"94" 205 "41%" "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"95" 205 "85%" "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"96" 205 NA "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"97" 205 NA "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"98" 205 NA "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"99" 205 "68%" "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"100" 205 NA "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"101" 205 "0%" "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"102" 205 "NE" "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"103" 205 NA "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"104" 205 NA "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"105" 205 "NE" "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"106" 205 "0%" "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"107" 205 "63.6%" "Hammersmith and Fulham" 35 "London West" "E09000013" "Hammersmith and Fulham"
"108" 206 "50%" "Islington" 31 "London Central" "E09000019" "Islington"
"109" 206 "81%" "Islington" 31 "London Central" "E09000019" "Islington"
"110" 206 "63%" "Islington" 31 "London Central" "E09000019" "Islington"
"111" 206 "66%" "Islington" 31 "London Central" "E09000019" "Islington"
"112" 206 "64%" "Islington" 31 "London Central" "E09000019" "Islington"
"113" 206 "40%" "Islington" 31 "London Central" "E09000019" "Islington"
"114" 206 "31%" "Islington" 31 "London Central" "E09000019" "Islington"
"115" 206 NA "Islington" 31 "London Central" "E09000019" "Islington"
"116" 206 "56%" "Islington" 31 "London Central" "E09000019" "Islington"
"117" 206 "66%" "Islington" 31 "London Central" "E09000019" "Islington"
"118" 206 "76%" "Islington" 31 "London Central" "E09000019" "Islington"
"119" 206 "SUPP" "Islington" 31 "London Central" "E09000019" "Islington"
"120" 206 "SUPP" "Islington" 31 "London Central" "E09000019" "Islington"
"121" 206 "0%" "Islington" 31 "London Central" "E09000019" "Islington"
"122" 206 "58.0%" "Islington" 31 "London Central" "E09000019" "Islington"
"123" 207 NA "Kensington and Chelsea" 31 "London Central" "E09000020" "Kensington and Chelsea"
"124" 207 "84%" "Kensington and Chelsea" 31 "London Central" "E09000020" "Kensington and Chelsea"
"125" 207 "65%" "Kensington and Chelsea" 31 "London Central" "E09000020" "Kensington and Chelsea"
"126" 207 NA "Kensington and Chelsea" 31 "London Central" "E09000020" "Kensington and Chelsea"
"127" 207 NA "Kensington and Chelsea" 31 "London Central" "E09000020" "Kensington and Chelsea"
"128" 207 NA "Kensington and Chelsea" 31 "London Central" "E09000020" "Kensington and Chelsea"
"129" 207 NA "Kensington and Chelsea" 31 "London Central" "E09000020" "Kensington and Chelsea"
"130" 207 "80%" "Kensington and Chelsea" 31 "London Central" "E09000020" "Kensington and Chelsea"
"131" 207 "" "Kensington and Chelsea" 31 "London Central" "E09000020" "Kensington and Chelsea"
"132" 207 NA "Kensington and Chelsea" 31 "London Central" "E09000020" "Kensington and Chelsea"
"133" 207 NA "Kensington and Chelsea" 31 "London Central" "E09000020" "Kensington and Chelsea"
"134" 207 NA "Kensington and Chelsea" 31 "London Central" "E09000020" "Kensington and Chelsea"
"135" 207 NA "Kensington and Chelsea" 31 "London Central" "E09000020" "Kensington and Chelsea"
"136" 207 "51%" "Kensington and Chelsea" 31 "London Central" "E09000020" "Kensington and Chelsea"
"137" 207 "65%" "Kensington and Chelsea" 31 "London Central" "E09000020" "Kensington and Chelsea"
"138" 207 NA "Kensington and Chelsea" 31 "London Central" "E09000020" "Kensington and Chelsea"
"139" 207 NA "Kensington and Chelsea" 31 "London Central" "E09000020" "Kensington and Chelsea"
"140" 207 "NE" "Kensington and Chelsea" 31 "London Central" "E09000020" "Kensington and Chelsea"
"141" 207 "69.5%" "Kensington and Chelsea" 31 "London Central" "E09000020" "Kensington and Chelsea"
"142" 208 "38%" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"143" 208 "39%" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"144" 208 "84%" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"145" 208 "" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"146" 208 NA "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"147" 208 "62%" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"148" 208 "" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"149" 208 "39%" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"150" 208 "67%" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"151" 208 "55%" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"152" 208 "56%" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"153" 208 "58%" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"154" 208 "58%" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"155" 208 "SUPP" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"156" 208 "69%" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"157" 208 "50%" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"158" 208 "54%" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"159" 208 "" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"160" 208 NA "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"161" 208 "" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"162" 208 "0%" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"163" 208 "0%" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"164" 208 "SUPP" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"165" 208 "0%" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"166" 208 "55.7%" "Lambeth" 31 "London Central" "E09000022" "Lambeth"
"167" 209 "59%" "Lewisham" 32 "London East" "E09000023" "Lewisham"
"168" 209 "63%" "Lewisham" 32 "London East" "E09000023" "Lewisham"
"169" 209 "43%" "Lewisham" 32 "London East" "E09000023" "Lewisham"
"170" 209 "59%" "Lewisham" 32 "London East" "E09000023" "Lewisham"
"171" 209 "39%" "Lewisham" 32 "London East" "E09000023" "Lewisham"
"172" 209 "65%" "Lewisham" 32 "London East" "E09000023" "Lewisham"
"173" 209 "42%" "Lewisham" 32 "London East" "E09000023" "Lewisham"
"174" 209 NA "Lewisham" 32 "London East" "E09000023" "Lewisham"
"175" 209 NA "Lewisham" 32 "London East" "E09000023" "Lewisham"
"176" 209 "33%" "Lewisham" 32 "London East" "E09000023" "Lewisham"
"177" 209 "65%" "Lewisham" 32 "London East" "E09000023" "Lewisham"
"178" 209 "51%" "Lewisham" 32 "London East" "E09000023" "Lewisham"
"179" 209 NA "Lewisham" 32 "London East" "E09000023" "Lewisham"
"180" 209 "53%" "Lewisham" 32 "London East" "E09000023" "Lewisham"
"181" 209 "35%" "Lewisham" 32 "London East" "E09000023" "Lewisham"
"182" 209 NA "Lewisham" 32 "London East" "E09000023" "Lewisham"
"183" 209 "64%" "Lewisham" 32 "London East" "E09000023" "Lewisham"
"184" 209 "52%" "Lewisham" 32 "London East" "E09000023" "Lewisham"
"185" 209 "0%" "Lewisham" 32 "London East" "E09000023" "Lewisham"
"186" 209 "0%" "Lewisham" 32 "London East" "E09000023" "Lewisham"
"187" 209 "NE" "Lewisham" 32 "London East" "E09000023" "Lewisham"
"188" 209 "49.9%" "Lewisham" 32 "London East" "E09000023" "Lewisham"
"189" 210 NA "Southwark" 31 "London Central" "E09000028" "Southwark"
"190" 210 "" "Southwark" 31 "London Central" "E09000028" "Southwark"
"191" 210 "41%" "Southwark" 31 "London Central" "E09000028" "Southwark"
"192" 210 "50%" "Southwark" 31 "London Central" "E09000028" "Southwark"
"193" 210 "52%" "Southwark" 31 "London Central" "E09000028" "Southwark"
"194" 210 NA "Southwark" 31 "London Central" "E09000028" "Southwark"
"195" 210 "75%" "Southwark" 31 "London Central" "E09000028" "Southwark"
"196" 210 "76%" "Southwark" 31 "London Central" "E09000028" "Southwark"
"197" 210 "" "Southwark" 31 "London Central" "E09000028" "Southwark"
"198" 210 NA "Southwark" 31 "London Central" "E09000028" "Southwark"
"199" 210 NA "Southwark" 31 "London Central" "E09000028" "Southwark"
"200" 210 "56%" "Southwark" 31 "London Central" "E09000028" "Southwark"
"201" 210 "45%" "Southwark" 31 "London Central" "E09000028" "Southwark"
"202" 210 "62%" "Southwark" 31 "London Central" "E09000028" "Southwark"
"203" 210 "75%" "Southwark" 31 "London Central" "E09000028" "Southwark"
"204" 210 NA "Southwark" 31 "London Central" "E09000028" "Southwark"
"205" 210 "74%" "Southwark" 31 "London Central" "E09000028" "Southwark"
"206" 210 "60%" "Southwark" 31 "London Central" "E09000028" "Southwark"
"207" 210 "70%" "Southwark" 31 "London Central" "E09000028" "Southwark"
"208" 210 "72%" "Southwark" 31 "London Central" "E09000028" "Southwark"
"209" 210 "66%" "Southwark" 31 "London Central" "E09000028" "Southwark"
"210" 210 "79%" "Southwark" 31 "London Central" "E09000028" "Southwark"
"211" 210 "" "Southwark" 31 "London Central" "E09000028" "Southwark"
"212" 210 NA "Southwark" 31 "London Central" "E09000028" "Southwark"
"213" 210 "0%" "Southwark" 31 "London Central" "E09000028" "Southwark"
"214" 210 "0%" "Southwark" 31 "London Central" "E09000028" "Southwark"
"215" 210 NA "Southwark" 31 "London Central" "E09000028" "Southwark"
"216" 210 "0%" "Southwark" 31 "London Central" "E09000028" "Southwark"
"217" 210 NA "Southwark" 31 "London Central" "E09000028" "Southwark"
"218" 210 "NE" "Southwark" 31 "London Central" "E09000028" "Southwark"
"219" 210 "62.8%" "Southwark" 31 "London Central" "E09000028" "Southwark"
"220" 211 NA "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"221" 211 "76%" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"222" 211 "54%" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"223" 211 "62%" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"224" 211 "54%" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"225" 211 "60%" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"226" 211 NA "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"227" 211 NA "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"228" 211 NA "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"229" 211 "48%" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"230" 211 NA "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"231" 211 "52%" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"232" 211 NA "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"233" 211 "" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"234" 211 NA "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"235" 211 NA "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"236" 211 NA "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"237" 211 "60%" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"238" 211 "66%" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"239" 211 "57%" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"240" 211 "30%" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"241" 211 NA "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"242" 211 "59%" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"243" 211 "63%" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"244" 211 "65%" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"245" 211 "59%" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"246" 211 NA "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"247" 211 "" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"248" 211 "NE" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"249" 211 "0%" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"250" 211 "0%" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"251" 211 "SUPP" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"252" 211 "56.6%" "Tower Hamlets" 32 "London East" "E09000030" "Tower Hamlets"
"253" 212 NA "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"254" 212 "" "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"255" 212 "66%" "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"256" 212 "75%" "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"257" 212 "62%" "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"258" 212 "65%" "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"259" 212 NA "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"260" 212 "46%" "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"261" 212 "84%" "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"262" 212 NA "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"263" 212 "73%" "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"264" 212 NA "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"265" 212 NA "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"266" 212 "64%" "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"267" 212 "47%" "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"268" 212 "58%" "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"269" 212 NA "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"270" 212 "NE" "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"271" 212 NA "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"272" 212 "0%" "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"273" 212 "NE" "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"274" 212 "" "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"275" 212 "0%" "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"276" 212 "0%" "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"277" 212 "NE" "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"278" 212 NA "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"279" 212 NA "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"280" 212 "62.7%" "Wandsworth" 31 "London Central" "E09000032" "Wandsworth"
"281" 213 "80%" "Westminster" 31 "London Central" "E09000033" "Westminster"
"282" 213 NA "Westminster" 31 "London Central" "E09000033" "Westminster"
"283" 213 NA "Westminster" 31 "London Central" "E09000033" "Westminster"
"284" 213 NA "Westminster" 31 "London Central" "E09000033" "Westminster"
"285" 213 "83%" "Westminster" 31 "London Central" "E09000033" "Westminster"
"286" 213 NA "Westminster" 31 "London Central" "E09000033" "Westminster"
"287" 213 "" "Westminster" 31 "London Central" "E09000033" "Westminster"
"288" 213 "71%" "Westminster" 31 "London Central" "E09000033" "Westminster"
"289" 213 "66%" "Westminster" 31 "London Central" "E09000033" "Westminster"
"290" 213 NA "Westminster" 31 "London Central" "E09000033" "Westminster"
"291" 213 NA "Westminster" 31 "London Central" "E09000033" "Westminster"
"292" 213 "55%" "Westminster" 31 "London Central" "E09000033" "Westminster"
"293" 213 "65%" "Westminster" 31 "London Central" "E09000033" "Westminster"
"294" 213 "38%" "Westminster" 31 "London Central" "E09000033" "Westminster"
"295" 213 "89%" "Westminster" 31 "London Central" "E09000033" "Westminster"
"296" 213 NA "Westminster" 31 "London Central" "E09000033" "Westminster"
"297" 213 "66%" "Westminster" 31 "London Central" "E09000033" "Westminster"
"298" 213 "54%" "Westminster" 31 "London Central" "E09000033" "Westminster"
"299" 213 NA "Westminster" 31 "London Central" "E09000033" "Westminster"
"300" 213 "NE" "Westminster" 31 "London Central" "E09000033" "Westminster"
"301" 213 NA "Westminster" 31 "London Central" "E09000033" "Westminster"
"302" 213 "NE" "Westminster" 31 "London Central" "E09000033" "Westminster"
"303" 213 "65.6%" "Westminster" 31 "London Central" "E09000033" "Westminster"
"304" 301 "66%" "Barking and Dagenham" 32 "London East" "E09000002" "Barking and Dagenham"
"305" 301 "58%" "Barking and Dagenham" 32 "London East" "E09000002" "Barking and Dagenham"
"306" 301 "55%" "Barking and Dagenham" 32 "London East" "E09000002" "Barking and Dagenham"
"307" 301 "38%" "Barking and Dagenham" 32 "London East" "E09000002" "Barking and Dagenham"
"308" 301 "47%" "Barking and Dagenham" 32 "London East" "E09000002" "Barking and Dagenham"
"309" 301 "23%" "Barking and Dagenham" 32 "London East" "E09000002" "Barking and Dagenham"
"310" 301 "" "Barking and Dagenham" 32 "London East" "E09000002" "Barking and Dagenham"
"311" 301 "" "Barking and Dagenham" 32 "London East" "E09000002" "Barking and Dagenham"
"312" 301 "63%" "Barking and Dagenham" 32 "London East" "E09000002" "Barking and Dagenham"
"313" 301 NA "Barking and Dagenham" 32 "London East" "E09000002" "Barking and Dagenham"
"314" 301 "" "Barking and Dagenham" 32 "London East" "E09000002" "Barking and Dagenham"
"315" 301 "61%" "Barking and Dagenham" 32 "London East" "E09000002" "Barking and Dagenham"
"316" 301 "56%" "Barking and Dagenham" 32 "London East" "E09000002" "Barking and Dagenham"
"317" 301 "50%" "Barking and Dagenham" 32 "London East" "E09000002" "Barking and Dagenham"
"318" 301 NA "Barking and Dagenham" 32 "London East" "E09000002" "Barking and Dagenham"
"319" 301 "0%" "Barking and Dagenham" 32 "London East" "E09000002" "Barking and Dagenham"
"320" 301 "53.5%" "Barking and Dagenham" 32 "London East" "E09000002" "Barking and Dagenham"
"321" 302 "" "Barnet" 33 "London North" "E09000003" "Barnet"
"322" 302 "85%" "Barnet" 33 "London North" "E09000003" "Barnet"
"323" 302 NA "Barnet" 33 "London North" "E09000003" "Barnet"
"324" 302 NA "Barnet" 33 "London North" "E09000003" "Barnet"
"325" 302 NA "Barnet" 33 "London North" "E09000003" "Barnet"
"326" 302 "48%" "Barnet" 33 "London North" "E09000003" "Barnet"
"327" 302 NA "Barnet" 33 "London North" "E09000003" "Barnet"
"328" 302 "61%" "Barnet" 33 "London North" "E09000003" "Barnet"
"329" 302 "75%" "Barnet" 33 "London North" "E09000003" "Barnet"
"330" 302 "53%" "Barnet" 33 "London North" "E09000003" "Barnet"
"331" 302 NA "Barnet" 33 "London North" "E09000003" "Barnet"
"332" 302 "68%" "Barnet" 33 "London North" "E09000003" "Barnet"
"333" 302 NA "Barnet" 33 "London North" "E09000003" "Barnet"
"334" 302 "74%" "Barnet" 33 "London North" "E09000003" "Barnet"
"335" 302 "39%" "Barnet" 33 "London North" "E09000003" "Barnet"
"336" 302 "74%" "Barnet" 33 "London North" "E09000003" "Barnet"
"337" 302 "57%" "Barnet" 33 "London North" "E09000003" "Barnet"
"338" 302 "100%" "Barnet" 33 "London North" "E09000003" "Barnet"
"339" 302 "71%" "Barnet" 33 "London North" "E09000003" "Barnet"
"340" 302 NA "Barnet" 33 "London North" "E09000003" "Barnet"
"341" 302 "54%" "Barnet" 33 "London North" "E09000003" "Barnet"
"342" 302 NA "Barnet" 33 "London North" "E09000003" "Barnet"
"343" 302 "" "Barnet" 33 "London North" "E09000003" "Barnet"
"344" 302 "74%" "Barnet" 33 "London North" "E09000003" "Barnet"
"345" 302 NA "Barnet" 33 "London North" "E09000003" "Barnet"
"346" 302 NA "Barnet" 33 "London North" "E09000003" "Barnet"
"347" 302 NA "Barnet" 33 "London North" "E09000003" "Barnet"
"348" 302 "76%" "Barnet" 33 "London North" "E09000003" "Barnet"
"349" 302 "100%" "Barnet" 33 "London North" "E09000003" "Barnet"
"350" 302 "" "Barnet" 33 "London North" "E09000003" "Barnet"
"351" 302 "75%" "Barnet" 33 "London North" "E09000003" "Barnet"
"352" 302 NA "Barnet" 33 "London North" "E09000003" "Barnet"
